#Digilent WaveForms Network Analyzer - Bode
#Device Name: Alan
#Serial Number: SN:210321A3716A
#Date Time: 2024-03-14 16:30:42.272
#Start: 10 Hz
#Stop: 1e+07 Hz
#Steps: 500
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16
#Channel: Channel 1
#Range: 5.42113 V
#Offset: 0.000260719 V
#Relative: no
#Channel: Channel 2
#Range: 5.45542 V
#Offset: 8.94103e-05 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
10.000000000000021,0.0030195851905878606,2.5453795478314256,-100.57880916200644
10.280732238308667,0.01171173000668496,2.7613004523504263,-100.96313944234718
10.569345535579894,-0.0041990387684838031,2.9928875677262723,-101.28764252590834
10.866061138546003,-0.0022769549566330244,3.2362537152703452,-101.62031244391153
11.171106505048265,-0.0014361940510568202,3.4644676902836542,-102.0397802423384
11.484715478402913,0.0039057663379374785,3.6788943141204768,-102.36255000636368
11.807128466661913,0.0066583717709225079,3.9071803514511751,-102.66129313642546
12.138592626906314,0.012728488678178522,4.1053495814010397,-103.09120554829039
12.479362054713141,0.0023822872154885535,4.3494351494513319,-103.44311287103835
12.829697978941502,0.0082262634167243175,4.5701684211394058,-103.82862123700818
13.189868961986718,0.0041178231495684987,4.784461888636395,-104.20874159758215
13.560151105656375,0.0038967645940199613,5.0073424073176245,-104.57890203710781
13.940828262825814,-0.0018044255945593216,5.247090385909555,-105.05716879612237
14.332192255035768,0.005201364326971103,5.4427299427767011,-105.48578096180762
14.734543096198374,-0.0017203169879720752,5.6757259696549891,-105.89900044699006
15.148189222583504,0.0015535533773410111,5.8866690956428194,-106.32278589907841
15.573447729261384,-0.0011803231002758049,6.1038071051087179,-106.78118359202713
16.01064461318321,0.0041499061838791819,6.3260665649224617,-107.18301615544335
16.460115023085532,-0.0017443904665896441,6.5334426879902718,-107.57893229880806
16.922203516410423,0.0027703008092080429,6.7528774561474876,-108.20373351814379
17.397264323438058,-0.0022598463921599172,6.9573882279609913,-108.67463129596146
17.885661618834654,0.0095410911065165124,7.1660574348258965,-109.10790374510375
18.387769800823307,0.0018584543985315318,7.3701964595365679,-109.59507570268181
18.903973778192274,-0.0081476972093809386,7.5832555185455046,-110.2193011045886
19.434669265360263,0.0067823078339058875,7.7745682515774517,-110.61739013491183
19.980263085725547,0.0075697435984749192,7.9816316614549923,-111.21089934991615
