#Digilent WaveForms Network Analyzer - Bode
#Device Name: Alan
#Serial Number: SN:210321A3716A
#Date Time: 2024-04-30 16:10:12.484
#Start: 30 Hz
#Stop: 1000 Hz
#Steps: 500
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16
#Channel: Channel 1
#Range: 5.42113 V
#Offset: 0.000260719 V
#Relative: no
#Channel: Channel 2
#Range: 5.45542 V
#Offset: 8.94103e-05 V
#Relative: yes
#NOTE: Very linear gain

Frequency (Hz),Channel 1 Magnitude (X),Channel 2 Magnitude (X),Channel 2 Phase (°)
30.000000000000014,1.003438065553651,1.664851206370213,-175.89730149008017
30.211557558948947,1.0034204363276313,1.6392977432208553,-176.04039903198031
30.424607004589497,1.0034542441652854,1.639453636372924,-176.06441216150881
30.639158857585219,1.0034938153462067,1.6392310312487393,-176.09001973916534
30.855223712790547,1.0033903563884088,1.6385452332340396,-176.14853603088028
31.072812239773924,1.0033767194402485,1.6391436373812278,-176.13621685804011
31.291935183344762,1.0034787715249296,1.6388616385478529,-176.17873823711616
31.512603364083986,1.0033473508202924,1.6389015613456956,-176.19869815606904
31.734827678878379,1.0034651409099598,1.6388042396403746,-176.22393275605478
31.958619101458662,1.0033781741543781,1.6400251783898878,-176.25881103980976
32.183988682941454,1.0034570507764851,1.6395549178192197,-176.28265783578524
32.410947552374907,1.0034013039398779,1.6383164110267328,-176.30340415092229
32.639506917288315,1.0033407126083147,1.6390460054180482,-176.32020473150453
32.869678064245598,1.0033182353585803,1.6395855103977726,-176.3742644163373
33.101472359402571,1.003474083340423,1.6383120131274826,-176.39248651266823
33.334901249068267,1.0034513840651151,1.6393981049912703,-176.42255587014506
33.569976260270153,1.0033349332455601,1.6390216759269813,-176.43354111651371
33.806709001323391,1.003426768465516,1.6386746899198066,-176.49800568084933
34.045111162403956,1.0034352365220369,1.6389595088781539,-176.48913806238113
34.285194516126069,1.003374426008887,1.6387025502789567,-176.49188957324745
34.526970918123439,1.0033961949577088,1.6392150796772489,-176.53929537658587
34.770452307634734,1.0034112038063774,1.6383173956536585,-176.56477230916738
35.01565070809319,1.0034859271598418,1.6388356641019457,-176.56383505914113
35.262578227720283,1.003299474441889,1.6388514957436269,-176.59216957576314
35.511247060123715,1.0034007702995797,1.6390468263232254,-176.6389207669331
35.761669484899464,1.0034745684477717,1.6395325275690023,-176.63650018218084
36.013857868238262,1.0033831061369847,1.6387948506871091,-176.68876884119311
36.267824663536189,1.0034753693095739,1.6380993204175551,-176.69673026302445
36.523582412009731,1.0033411526518405,1.6394907566547023,-176.72769467263294
36.7811437433149,1.0033953132560762,1.6389224498681652,-176.75295610527672
37.040521376171085,1.0033880802275739,1.6392132411471561,-176.76767610113652
37.30172811898904,1.0033838505110328,1.6392873935867878,-176.80794605030988
37.56477687050338,1.0034219278205083,1.6382826047937844,-176.82739170701763
37.829680620409555,1.0033778489121505,1.6386420953430345,-176.85903238368815
38.09645245000528,1.0033350954708089,1.6392598303100048,-176.84710845641621
38.365105532836544,1.0035044800949651,1.6394195235931117,-176.88177225934868
38.635653135348043,1.0033976377202507,1.6388636590989683,-176.89898645763361
38.908108617538446,1.0034005877810486,1.6391174170053879,-176.92900423577723
39.182485433619995,1.0034966068596938,1.6384223983536861,-176.94977948344479
39.45879713268296,1.0034988065202135,1.6384618427208584,-176.96981572644827
39.737057359364684,1.003353568123122,1.6387495517426303,-176.99587052674602
40.017279854523387,1.0034498979003816,1.6374764327315405,-177.02021052633816
40.299478455916713,1.0033974181145475,1.6390076154847004,-177.04321274665986
40.583667098885016,1.0034193610897444,1.6392660951412603,-177.05127771098137
40.869859817039561,1.0034866138596863,1.6387596847121955,-177.06531223961895
41.158070742955495,1.0034444438656995,1.6393948307003217,-177.1136386079865
41.448314108869738,1.0034003941545362,1.6389750268889212,-177.12327024908899
41.740604247383779,1.0034119448639025,1.6389367886851944,-177.14572992659492
42.034955592171471,1.0034320499361005,1.638831847051885,-177.14391607885989
42.331382678691696,1.003383007062828,1.6391384025921756,-177.18371936710557
42.629900144906273,1.0033691361011134,1.6391558810094009,-177.20811722491865
42.930522732002714,1.0034662448518556,1.638812866290758,-177.22032405031081
43.233265285122187,1.0034574180222329,1.6385221274385131,-177.23173187497088
43.538142754092597,1.0034331636295264,1.6386324482585324,-177.2439190196236
43.845170194166798,1.0034954918262899,1.6385499354473354,-177.28847665715165
44.154362766766106,1.0034728666348045,1.6398885583980076,-177.29949353530219
44.465735740228872,1.0034814452975547,1.639128754779221,-177.3160878906715
44.779304490564577,1.0033963807980779,1.638849943490434,-177.33818555712776
45.095084502213076,1.0033624375892771,1.639375318022388,-177.34625094205367
45.413091368809212,1.0033318258046324,1.640186597417352,-177.34970448272153
45.733340793952884,1.0034052030256926,1.6389650900057235,-177.38041898229008
46.055848591984528,1.0034593046716749,1.6393545957046021,-177.41378597710388
46.380630688765933,1.0034841283119036,1.6388840801512063,-177.42847279800284
46.707703122466846,1.0033865405138511,1.6390036889071853,-177.44146545036705
47.037082044356865,1.0034693415223288,1.6386694038839416,-177.46612629133824
47.36878371960303,1.0034467005406658,1.6392472428561895,-177.46225890338593
47.702824528073009,1.0034421027923375,1.6391004420727975,-177.50051484682203
48.039220965143961,1.0034385385524067,1.6388991165693538,-177.52765026300293
48.377989642517136,1.0033918173481422,1.6397139723536718,-177.51919167119129
48.719147289038055,1.0034840544906636,1.6396107406831317,-177.53182713337907
49.062710751522815,1.0034411886244783,1.640254372977193,-177.55367118034079
49.408696995589807,1.0034482314028708,1.6395640358453187,-177.59543241712797
49.757123106497623,1.0034230657933347,1.6397122458535467,-177.6108915121867
50.108006289988701,1.0034076594957011,1.6394685022694724,-177.64984863503423
50.461363873138964,1.0034809898055856,1.6393343658580826,-177.638408130995
50.8172133052135,1.0034802634545206,1.6388401510693111,-177.64914423067202
51.175572158528119,1.0033472764089792,1.6393334989854487,-177.6682394972679
51.536458129317225,1.0034333928508363,1.6391937090237199,-177.68557491601936
51.899889038607611,1.003410857389432,1.6396783599341864,-177.70708369033593
52.26588283309858,1.0032563043145462,1.639996390825412,-177.71236015388558
52.634457586047972,1.0033944846001028,1.6399094402409109,-177.74559667425015
53.005631498164846,1.0032953809151817,1.6387367573581986,-177.76357939222788
53.379422898508103,1.0034859993493179,1.6410139567724056,-177.78583565848487
53.755850245391841,1.0034197401326708,1.6401630744963738,-177.79915251067786
54.134932127296466,1.0034208454405942,1.6393088502207198,-177.80138180527297
54.51668726378707,1.0033070216248827,1.6400802224598685,-177.80041219204077
54.90113450643738,1.0034503790286231,1.6403168851666914,-177.83657128751975
55.288292839761013,1.0033200977326322,1.6389225654839841,-177.85183574574214
55.678181382148807,1.003409433952402,1.6399809757092962,-177.86353503474862
56.07081938681295,1.0033650162068362,1.6396136670937598,-177.85642053242518
56.466226242737619,1.003286015411732,1.6405637899044418,-177.88886907247547
56.864421475636682,1.0032952699002415,1.6405478037556631,-177.9119455665201
57.265424748917653,1.0033761023853771,1.6387340522266221,-177.9154260400407
57.669255864652854,1.003479038258309,1.6389073105266283,-177.94831789070503
58.075934764557104,1.0034538828398194,1.6398116681916795,-177.95995323757575
58.485481530972685,1.0032643195193025,1.6405244965642787,-177.94173589463287
58.89791638786086,1.0033646988623508,1.6392841905685382,-177.97102580407028
59.313259701800682,1.0033202217118642,1.6389723349900838,-178.0077196191811
59.731531982994589,1.0034852437359143,1.6404990790716951,-178.01066745727093
60.152753886281374,1.0034872322572284,1.639774847772469,-178.04278724836601
60.576946212155967,1.0034540847199711,1.6402598205468788,-178.02351748424002
61.004129907796788,1.003448149840154,1.6397732698091458,-178.07258427254857
61.434326068100027,1.0032652359357948,1.6392802368488706,-178.0707964961789
61.867555936721374,1.0034486772020776,1.6399834367743731,-178.06766322163662
62.303840907125021,1.0033661650117844,1.6400622931646653,-178.08734264857344
62.743202523640157,1.0034803961291237,1.6397564225784715,-178.10813140485044
63.185662482524855,1.0034586224859741,1.63969886117036,-178.14752846932615
63.631242633037338,1.0034231053654932,1.6399664503730453,-178.14580589331402
64.079964978515093,1.0034486499751025,1.6403330558001943,-178.1318674500973
64.531851677461361,1.0034965708216712,1.638765270967687,-178.16476259827485
64.986925044639307,1.0033358508011212,1.6393533803872156,-178.19592597331308
65.445207552174026,1.0034444727111955,1.6403114519559858,-178.1907873189142
65.906721830662207,1.0033138332820619,1.639729094147371,-178.19547922599844
66.371490670289575,1.003424780067802,1.6398767541523027,-178.21946051294168
66.839537021956545,1.0034458607823933,1.6391513875390831,-178.23844118214436
67.310883998411271,1.0034265928248849,1.6392182251628276,-178.24367022712079
67.785554875391227,1.0033996524781827,1.6402369378466894,-178.24526887100174
68.263573092772461,1.0033296014826685,1.6388822347707692,-178.27169528688552
68.744962255727117,1.0033961227875907,1.6388592263782529,-178.27061165635294
69.229746135889087,1.0035306775453676,1.6385080066251165,-178.28455524099638
69.717948672527854,1.003360650835684,1.6396516797377876,-178.31868903560473
70.209593973730762,1.0034520987469828,1.6391506770192918,-178.28571625318924
70.704706317593377,1.0034431372860348,1.638858104103053,-178.32644583573648
71.203310153418428,1.0032825690117924,1.6401177851105218,-178.32585471754999
71.705430102923131,1.0033670191635267,1.6396744410630049,-178.33478033401482
72.211090961455056,1.0033798670041671,1.63953209484064,-178.35145832190966
72.720317699216608,1.0033385204369014,1.6397910009685888,-178.38160525852717
73.233135462497813,1.0034658459753125,1.6400611015777316,-178.38696020731658
73.749569574918596,1.003407101311951,1.6394911478158818,-178.38093287673286
74.269645538678716,1.0034393619350566,1.6399990720462301,-178.39553605825404
74.793389035817611,1.0034238999624812,1.6415006981184266,-178.43311881632579
75.32082592948214,1.003465655610176,1.6406052642310014,-178.42708798637932
75.851982265204128,1.0034395568729881,1.6396028349493263,-178.44257447500536
76.386884272186251,1.0034573796596145,1.640013269261487,-178.46390217664927
76.925558364597578,1.0033882837597992,1.6406027856626213,-178.4493684142393
77.468031142877464,1.003460137244139,1.6399290402309905,-178.48103970295097
78.014329395049756,1.0035030963829763,1.6403453664943963,-178.46406024742288
78.564480098044911,1.0033198437441846,1.6401163976984641,-178.49083143518558
79.118510419032745,1.003449198436714,1.6390323542680045,-178.51007724396464
79.676447716763619,1.0034157252743461,1.6406017272639941,-178.51660368959503
80.238319542919697,1.003367543350705,1.6395421776535843,-178.53331415553313
80.804153643475146,1.0033808713938666,1.6402602152113601,-178.54138708423451
81.37397796006681,1.0035624575296427,1.6399372145352704,-178.52817750480955
81.947820631373304,1.0034432617301876,1.639423225711262,-178.53376669627198
82.525709994505306,1.0034301184860597,1.6393163582031298,-178.56760068771837
83.107674586404144,1.0033672062201333,1.6394750640740781,-178.57407677575145
83.693743145251588,1.003489112179915,1.6395564980482433,-178.59641131434651
84.283944611888501,1.0033033018997677,1.6394655921509331,-178.58620988299248
84.878308131244481,1.0033921079680135,1.6402981686041749,-178.61016615539299
85.476863053776498,1.0034038116111135,1.6399510481585962,-178.60407537900772
86.079638936918869,1.0034525890389954,1.6394255745672812,-178.63720797845488
86.686665546542216,1.0033598435129352,1.639752369004805,-178.63602533675851
87.29797285842389,1.0034737485355247,1.639959662788868,-178.6602274287572
