#Digilent WaveForms Network Analyzer - Bode
#Device Name: Alan
#Serial Number: SN:210321A3716A
#Date Time: 2024-05-07 15:09:06.326
#Start: 20 Hz
#Stop: 100000 Hz
#Steps: 200
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16
#Channel: Channel 1
#Range: 5.42113 V
#Offset: 0.000260719 V
#Relative: no
#Channel: Channel 2
#Range: 5.45542 V
#Offset: 8.94103e-05 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (X),Channel 2 Magnitude (X),Channel 2 Phase (°)
20.000000000000004,1.0021399129594628,2.2862862775458606,-174.09564580686464
20.874581848777456,1.0020761647885483,2.3750757653709962,-174.01388868519632
21.787408368065453,1.0021010263222399,2.3775362638224458,-174.26119501381726
22.74015196259603,1.0021718715726304,2.3769697635013087,-174.49509358949871
23.734558169842401,1.0021560718053266,2.3758393236325528,-174.7126031279227
24.772448858047262,1.0020550035951985,2.3766256400931152,-174.93869816953003
25.855725564098059,1.0022528764968754,2.375807453648195,-175.1726662975824
26.986372977364621,1.0020301686725177,2.3760709709529131,-175.37349574893827
28.16646257588166,1.0020603478486763,2.3757970407153088,-175.55796536271245
29.398156421538435,1.0021316277202184,2.3754959345994164,-175.72339210979302
30.683711121228328,1.0021893419550414,2.3750361940388638,-175.91130653036095
32.02548196121618,1.0021500161680337,2.3753125813033873,-176.09077325735649
33.425927222297645,1.0020256700535217,2.3754524955044762,-176.25960417735297
34.887612683656492,1.002146334481073,2.3747239658191157,-176.43184952586432
36.413216323671691,1.0021280057385664,2.3747294688657439,-176.57160921511576
38.005533226286232,1.0021571793158766,2.3742636474034184,-176.72027310602877
39.667480701927147,1.0020689641721479,2.3731384979657375,-176.87318015469515
41.402103632358916,1.0020556371513809,2.3750274796900688,-176.98695057640623
43.212580049262073,1.0020534915203101,2.3741046771604264,-177.10959388455493
45.102226956758436,1.0020920921680043,2.3735211710830346,-177.24475529354862
47.074506408549531,1.0021428759524751,2.3729365667473736,-177.3399837245951
49.133031850803299,1.002048729170981,2.3743685803199091,-177.46041219699472
51.281574742409141,1.0021016509913143,2.3741934982111408,-177.57735375658677
53.524071464730852,1.0021259508765057,2.3738017693963847,-177.65508532174985
55.864630533516944,1.0019988448283133,2.3742869140985792,-177.74545334394975
58.307540126180562,1.0019983339200988,2.3735487491829872,-177.87810338960298
60.857275938241592,1.0019393689135312,2.3742150685760905,-177.98023802338682
63.518509383322929,1.0022373166139529,2.3733414352239595,-178.05254758915797
66.296116151725585,1.0020781888102894,2.3743859105250507,-178.14664776899397
69.19518514326262,1.0021188654043147,2.3739277442138254,-178.22196421732798
72.221027790717258,1.0022104571097386,2.372354880041406,-178.2995369112175
75.379187791007922,1.0020661022679991,2.37397326599317,-178.37145977618866
78.675451261888043,1.0022283620148573,2.3724707025477527,-178.412213184634
82.115857342789155,1.0019531479666586,2.3736687278487594,-178.50636815146993
85.706709259229257,1.0020518295994261,2.3738551551939326,-178.56018999563122
89.45458587105766,1.0022549793492439,2.3739282537326782,-178.62153377753532
93.366353725694211,1.0021444077954387,2.3733047723626322,-178.67233080114141
97.449179638445557,1.002285220268615,2.373963348736186,-178.75113182927743
101.71054382294734,1.0021914008760897,2.3732264978842963,-178.7986832689046
106.15825359578899,1.0021335106868183,2.3722372726613847,-178.83009881655556
110.80045768042854,1.0020845698125274,2.3735129748056818,-178.88161648547884
115.64566113660538,1.002070747298921,2.374972607380418,-178.96914323453646
120.70274094260255,1.0020626387966878,2.3736462752820251,-179.00168300337486
125.9809622589069,1.0020522919994759,2.3749073236542135,-179.03236893805101
131.48999540306488,1.0020620659591248,2.3721704463337097,-179.09120105845216
137.23993356683229,1.0019537473534106,2.37201044302723,-179.12621485390724
143.24131130808104,1.0021009843390074,2.3721520875455613,-179.1533626488241
149.50512385133743,1.001916570892206,2.3732434476367952,-179.20665929792983
156.04284723231748,1.0020027848344299,2.3729166108323447,-179.27503415731266
162.86645932336455,1.0020437435000669,2.3741798699699816,-179.28179366377938
169.98846177830768,1.0021544240141034,2.3723055461659355,-179.30073777402657
177.42190293695302,1.0022391369451527,2.3728362114022605,-179.33818038017702
185.18040173116373,1.0021546575917792,2.3718005747923776,-179.40563400445356
193.27817263633332,1.0020015762579881,2.3726661156625664,-179.43333127114494
201.73005171396414,1.0021684538819255,2.37320183160924,-179.39792069725007
210.55152379306242,1.0019183932283302,2.3748317467965281,-179.48948032552991
219.7587508401547,1.0023613145974579,2.3727840684727335,-179.49656426365755
229.36860156989499,1.0020197937284419,2.3746246303948961,-179.50927561818625
239.39868235051961,1.0023851473677727,2.3714005689396029,-179.55721009573756
249.86736946077002,1.0020548013419392,2.3740062041894592,-179.56425269769466
260.79384275737772,1.0021253132677614,2.3738875649561599,-179.63146569049863
272.19812081480387,1.0020584043747642,2.3733856268993123,-179.61291042677334
284.10109760160213,1.0023410328005309,2.373423218060192,-179.62631289809053
296.52458076060748,1.0021328490624035,2.3740854289322511,-179.64643263791987
309.49133156308631,1.0018668206020795,2.3718596725688021,-179.71121047874186
323.02510661003788,1.0020921137850418,2.3738930992098153,-179.71849058548233
337.15070135706492,1.0021417515632487,2.3737680945564614,-179.70400947753191
351.89399554253873,1.001882267526095,2.3744603514161051,-179.74963514514752
367.28200060230228,1.0021106344250628,2.3744710527400206,-179.78813829156292
383.34290915777478,1.0018650878166333,2.3725993856215317,-179.7706856967813
400.10614666812103,1.002165501638965,2.3727495720555565,-179.79737125139536
417.60242534113235,1.0019784592670722,2.3756973950422706,-179.79193890275991
435.86380040157258,1.0020689956402402,2.3716740882100433,-179.83474925782045
454.92372882009079,1.0017573731682392,2.3742562028209093,-179.81573206357811
474.8171306103016,1.0022673388510044,2.372723747747798,-179.85702675698801
495.58045280631922,1.0023912531105714,2.3747888021446566,-179.87994195705943
517.25173623798503,1.0016651640744665,2.3716341093183075,-179.86774959787274
539.87068522610321,1.0018791718112072,2.3747269688193726,-179.89603874880385
563.47874032539244,1.0020156603348804,2.3734090981389393,-179.93438312801524
588.11915424842152,1.0019945296638562,2.3732025484592061,-179.96535825398649
613.83707110962177,1.0018798430697942,2.371674216415232,-179.98561248572003
640.67960913458182,1.0019854068366041,2.3721622191757157,-179.99645870318011
668.69594698612866,1.0019923867222846,2.3728551429641938,-179.96087144693411
697.93741386538386,1.0022776066212085,2.3736702978102682,-179.98303355902908
